state,district,latitude,longitude,N,P,K,ph,temperature,humidity,rainfall,data_source,crop
Assam,Jorhat,26.7335,94.2648,52.57,69.02,24.26,6.97,28.37,77.86,1993.64,ICAR_State_Portal,jute
Punjab,Ludhiana,30.8393,75.8971,40.79,63.98,88.79,8.38,26.87,31.62,549.73,ICAR_State_Portal,chickpea
Punjab,Ludhiana,30.9903,75.7612,78.4,39.4,41.39,6.48,20.43,75.08,1121.06,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.1074,77.1389,117.56,27.22,25.24,4.88,23.25,89.04,1462.96,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.191,77.2456,22.55,134.83,189.51,6.22,13.7,94.29,1150.19,FAO_Consolidated,apple
Himachal Pradesh,Shimla,31.0602,77.2238,92.54,60.66,32.5,6.43,23.69,81.25,1447.86,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9125,75.0056,26.82,139.19,201.66,6.52,19.46,93.78,1847.26,ICAR_State_Portal,apple
Karnataka,Dakshina Kannada,13.047,75.1524,87.26,49.02,38.01,6.61,24.16,70.0,2548.5,ICAR_State_Portal,jute
Punjab,Ludhiana,30.912,75.8022,85.53,57.32,31.64,6.07,25.49,77.41,1530.58,Kaggle_Curated,jute
Karnataka,Dakshina Kannada,12.9371,74.8639,106.98,30.9,32.87,4.98,23.55,88.91,2203.22,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0094,75.1818,19.54,16.89,49.77,7.67,22.83,93.46,1774.73,FAO_Consolidated,pomegranate
Karnataka,Shimoga,13.9228,75.771,43.15,22.75,31.97,5.14,23.67,81.27,2176.04,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1288,77.1408,22.42,51.09,21.2,6.67,26.36,80.37,789.6,FAO_Consolidated,mungbean
Assam,Jorhat,26.6783,94.2069,96.67,14.28,36.94,5.88,23.03,79.68,1715.8,SoilGrids_Augmented,tea
Assam,Jorhat,26.7487,94.1361,90.1,55.16,55.13,7.19,24.39,86.55,2183.39,FAO_Consolidated,jute
Assam,Jorhat,26.7559,94.29,16.5,58.75,11.28,7.05,23.94,87.15,1173.15,SoilGrids_Augmented,mungbean
Punjab,Ludhiana,30.8735,75.8771,128.24,23.58,30.37,4.62,23.56,75.99,1400.15,ICAR_State_Portal,tea
Karnataka,Dharwad,15.46,75.2781,106.81,34.52,40.9,5.31,21.91,86.84,1247.87,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,13.0957,75.2641,72.23,50.31,41.64,7.05,28.43,77.15,1665.62,FAO_Consolidated,jute
Karnataka,Shimoga,13.8772,75.6565,92.33,64.41,36.89,7.22,33.58,86.2,1768.07,SoilGrids_Augmented,rice
Punjab,Ludhiana,30.8101,75.8792,92.29,47.26,43.85,6.77,31.83,80.17,1401.25,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.8862,79.0921,122.74,27.71,39.48,4.9,18.44,75.05,1408.62,Kaggle_Curated,tea
Assam,Jorhat,26.6764,94.2792,93.38,58.97,51.74,6.06,24.62,84.01,1905.8,SoilGrids_Augmented,jute
Karnataka,Shimoga,14.0003,75.596,53.42,59.41,34.27,6.91,26.82,74.34,1557.06,FAO_Consolidated,jute
Karnataka,Shimoga,14.061,75.4573,89.84,20.58,49.28,5.92,24.1,75.39,970.95,FAO_Consolidated,watermelon
Karnataka,Dakshina Kannada,12.8297,74.968,85.52,57.13,29.89,6.5,29.78,87.65,2161.75,FAO_Consolidated,jute
Assam,Jorhat,26.8964,94.2961,108.34,26.98,45.33,5.37,17.95,81.09,2110.45,ICAR_State_Portal,tea
Maharashtra,Nashik,20.0883,73.8616,87.83,34.43,35.15,6.03,20.85,83.58,1255.61,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9779,75.2688,119.21,26.21,43.1,5.35,23.05,75.65,2252.83,FAO_Consolidated,tea
Punjab,Ludhiana,30.8252,75.8042,122.92,45.56,18.39,6.95,25.88,53.51,775.4,FAO_Consolidated,cotton
Himachal Pradesh,Shimla,31.0829,77.2934,114.85,10.74,28.02,5.32,13.76,76.26,2028.18,ICAR_State_Portal,tea
Karnataka,Dharwad,15.5128,75.2736,16.58,64.78,10.36,7.38,25.87,74.83,541.04,ICAR_State_Portal,lentil
Karnataka,Dharwad,15.342,75.0758,84.51,38.99,34.42,7.22,23.08,77.45,1321.18,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.0468,77.1687,126.04,24.22,29.74,4.95,16.75,78.48,2122.4,ICAR_State_Portal,tea
Maharashtra,Nashik,19.9404,73.978,60.89,53.84,34.23,7.19,21.7,80.78,1316.59,FAO_Consolidated,jute
Karnataka,Shimoga,14.0332,75.7196,31.05,53.49,36.84,6.19,27.9,49.49,874.21,ICAR_State_Portal,groundnut
Punjab,Ludhiana,30.8503,75.736,117.46,20.31,31.19,4.87,22.46,77.81,1702.29,SoilGrids_Augmented,tea
Karnataka,Dakshina Kannada,12.8541,75.0093,40.08,55.91,57.41,7.09,17.23,27.27,1355.6,FAO_Consolidated,chickpea
Karnataka,Shimoga,14.1543,75.7212,15.51,125.77,204.54,6.9,15.15,92.04,1286.46,SoilGrids_Augmented,apple
Karnataka,Dakshina Kannada,12.9496,75.1166,93.18,35.25,27.0,6.74,28.85,73.07,2275.99,ICAR_State_Portal,jute
Karnataka,Dharwad,15.5456,75.0302,33.69,60.16,93.28,7.47,22.35,44.64,704.33,FAO_Consolidated,chickpea
Karnataka,Dharwad,15.5699,75.2043,25.15,26.91,23.61,6.87,27.25,85.74,861.45,ICAR_State_Portal,pomegranate
Himachal Pradesh,Shimla,31.1254,77.1302,101.69,15.33,32.65,4.94,21.4,86.27,1424.76,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.8022,79.0771,28.57,167.5,191.42,6.48,23.01,78.64,934.32,FAO_Consolidated,grapes
Karnataka,Dharwad,15.3247,75.1685,74.75,52.7,31.58,7.12,27.17,83.7,1436.61,ICAR_State_Portal,jute
Assam,Jorhat,26.8331,94.1117,92.78,47.78,49.08,6.08,28.71,88.34,2460.4,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.0229,77.1794,68.34,53.25,41.81,7.17,25.45,82.75,1428.37,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.0739,77.2357,18.82,37.71,12.57,6.82,25.07,85.13,882.91,SoilGrids_Augmented,mungbean
Himachal Pradesh,Shimla,31.0454,77.2354,112.44,23.51,38.99,5.11,17.9,81.25,1792.15,SoilGrids_Augmented,tea
Karnataka,Dharwad,15.5823,75.2373,99.62,56.04,46.13,6.2,25.06,82.7,854.62,Kaggle_Curated,jute
Punjab,Ludhiana,30.8182,75.718,45.26,51.66,45.52,6.93,23.03,25.71,587.26,SoilGrids_Augmented,chickpea
Karnataka,Dakshina Kannada,12.8025,75.0257,77.67,25.8,27.2,4.84,22.79,65.31,2459.41,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0063,77.285,112.96,15.86,35.94,5.39,17.94,71.98,1545.13,Kaggle_Curated,tea
Karnataka,Dharwad,15.3602,75.0543,103.02,26.51,40.29,4.86,22.22,83.05,2368.48,SoilGrids_Augmented,tea
Karnataka,Shimoga,14.0318,75.7934,59.85,48.03,38.98,6.59,23.28,82.37,1858.34,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1996,77.2543,6.31,30.48,51.88,6.42,18.79,83.61,862.48,ICAR_State_Portal,pomegranate
Himachal Pradesh,Shimla,31.1606,77.1272,83.05,55.33,66.09,6.54,19.7,92.99,1496.64,ICAR_State_Portal,jute
Karnataka,Dharwad,15.5464,75.293,123.57,30.97,31.73,5.42,17.94,77.48,1696.67,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.871,74.9986,140.34,17.75,31.92,5.32,24.42,82.84,2350.81,ICAR_State_Portal,tea
Maharashtra,Nashik,20.0739,73.9512,67.38,49.33,36.96,6.65,23.25,80.15,1426.62,Kaggle_Curated,rice
Tamil Nadu,Thanjavur,10.8141,79.1618,23.64,60.45,16.87,7.17,31.64,59.0,688.73,FAO_Consolidated,mothbeans
Karnataka,Shimoga,13.9394,75.6043,52.61,40.63,50.36,6.69,25.67,89.18,1712.69,SoilGrids_Augmented,jute
Assam,Jorhat,26.8612,94.1918,21.81,15.82,28.37,5.58,31.56,97.45,2025.73,SoilGrids_Augmented,coconut
Punjab,Ludhiana,30.862,75.9118,108.67,13.27,33.07,4.04,31.85,77.03,1301.1,FAO_Consolidated,tea
Karnataka,Shimoga,14.0163,75.5381,92.99,44.57,50.72,7.45,27.36,85.72,1683.66,FAO_Consolidated,jute
Punjab,Ludhiana,30.9433,75.7071,84.91,56.45,50.06,6.63,25.85,80.89,1148.18,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9925,74.8276,97.98,43.1,40.87,6.87,21.86,86.95,3273.18,SoilGrids_Augmented,rice
Karnataka,Dharwad,15.3451,75.199,85.28,37.75,47.57,7.13,22.06,78.67,1279.11,Kaggle_Curated,jute
Maharashtra,Nashik,19.9806,73.9316,112.55,27.28,31.77,4.54,25.66,86.27,1572.84,FAO_Consolidated,tea
Punjab,Ludhiana,30.9549,75.8745,81.76,24.97,42.54,4.99,18.09,79.67,1566.62,SoilGrids_Augmented,tea
Tamil Nadu,Thanjavur,10.7165,79.0301,110.71,24.49,48.91,4.41,17.64,82.07,1433.53,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0537,77.1492,38.97,72.69,76.32,7.72,18.28,25.07,847.4,Kaggle_Curated,chickpea
Maharashtra,Nashik,19.9679,73.996,124.71,44.42,37.8,7.02,30.52,63.25,1232.02,FAO_Consolidated,sugarcane
Karnataka,Dakshina Kannada,12.8024,75.2432,100.53,32.39,46.25,4.18,23.18,78.44,2295.24,SoilGrids_Augmented,tea
Karnataka,Shimoga,13.9469,75.7512,105.04,26.95,29.63,5.06,20.18,84.17,2558.34,FAO_Consolidated,tea
Maharashtra,Nashik,20.0316,73.8152,87.56,30.5,49.83,8.26,29.84,68.71,1167.26,FAO_Consolidated,jute
Punjab,Ludhiana,30.8982,75.8747,39.16,49.9,37.39,7.0,26.5,74.32,1539.63,SoilGrids_Augmented,jute
Punjab,Ludhiana,30.8176,75.7714,76.78,43.15,32.92,5.99,25.01,79.61,1455.3,ICAR_State_Portal,jute
Maharashtra,Nashik,20.0693,73.7588,119.8,15.34,27.79,3.89,20.04,82.48,2138.22,Kaggle_Curated,tea
Assam,Jorhat,26.7554,94.1692,103.28,28.51,27.61,5.16,13.55,77.11,2115.13,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.769,79.1783,80.21,25.06,33.93,4.9,26.38,81.68,2079.01,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.8408,75.2192,105.96,26.01,20.75,4.89,25.14,66.13,2465.56,FAO_Consolidated,tea
Karnataka,Shimoga,14.1058,75.4514,26.94,42.72,15.02,6.79,30.15,86.11,1089.45,FAO_Consolidated,mungbean
Karnataka,Dakshina Kannada,13.0689,75.2053,32.04,9.94,36.12,6.23,25.67,93.24,1883.62,FAO_Consolidated,pomegranate
Tamil Nadu,Thanjavur,10.7698,79.1002,78.53,39.23,41.96,7.22,18.98,85.93,1625.86,ICAR_State_Portal,jute
Assam,Jorhat,26.6333,94.195,27.52,135.93,207.59,5.44,17.68,92.17,1485.86,FAO_Consolidated,apple
Tamil Nadu,Thanjavur,10.8142,79.0822,104.08,18.83,33.13,4.86,21.71,84.37,1344.45,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.1861,77.243,126.15,32.24,36.98,5.27,14.17,85.71,1588.37,FAO_Consolidated,tea
Punjab,Ludhiana,30.9963,75.8056,28.24,138.86,193.07,6.04,11.73,92.16,1046.85,SoilGrids_Augmented,apple
Tamil Nadu,Thanjavur,10.8951,79.0416,88.65,27.82,32.08,4.96,27.08,77.62,1263.0,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.8681,79.0002,119.9,32.81,45.3,5.27,23.05,89.21,2134.09,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.7184,79.1105,102.08,21.02,29.6,5.02,27.06,84.72,1300.62,Kaggle_Curated,tea
Punjab,Ludhiana,30.8057,75.7861,143.46,37.23,37.42,5.04,24.73,83.41,1988.12,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.0621,77.2183,58.57,65.65,46.81,5.59,23.62,90.81,1635.82,Kaggle_Curated,rice
Maharashtra,Nashik,19.8639,73.8557,70.42,42.1,47.43,7.31,25.25,88.04,1170.37,FAO_Consolidated,jute
Karnataka,Dharwad,15.4739,75.2587,85.67,71.34,40.9,6.62,25.97,83.57,1169.16,ICAR_State_Portal,jute
Maharashtra,Nashik,20.081,73.7773,102.83,32.72,27.91,4.75,25.56,78.65,1974.5,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.9823,75.263,76.73,30.82,52.39,5.63,27.91,82.21,2261.67,FAO_Consolidated,rice
Karnataka,Dakshina Kannada,12.9371,75.0241,86.93,37.51,43.94,7.51,24.96,83.6,1995.14,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8738,79.0006,98.39,32.24,31.16,4.97,21.23,78.61,1764.03,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.1715,77.1084,79.59,7.8,38.86,4.86,20.31,78.02,2070.89,ICAR_State_Portal,tea
Assam,Jorhat,26.8664,94.2556,99.15,33.76,53.63,5.3,28.43,96.08,1873.45,Kaggle_Curated,rice
Tamil Nadu,Thanjavur,10.7083,79.1312,122.06,29.63,44.49,4.47,22.5,71.1,1717.48,FAO_Consolidated,tea
Maharashtra,Nashik,20.076,73.7013,79.67,43.52,42.75,7.81,29.61,71.79,1347.31,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.7896,79.0436,61.35,40.84,51.07,7.05,25.39,84.42,1729.13,Kaggle_Curated,jute
Punjab,Ludhiana,30.9295,75.7955,85.64,30.34,32.0,4.71,20.32,82.09,1936.34,Kaggle_Curated,tea
Karnataka,Dharwad,15.4997,75.0473,113.13,21.17,26.36,5.07,25.06,77.78,1145.85,FAO_Consolidated,tea
Maharashtra,Nashik,19.9711,73.951,89.02,28.22,43.8,4.73,25.66,81.28,1457.45,Kaggle_Curated,tea
Assam,Jorhat,26.8002,94.1177,99.78,57.84,59.23,6.74,29.04,88.33,1878.34,SoilGrids_Augmented,rice
Tamil Nadu,Thanjavur,10.7553,79.1624,79.94,45.6,40.1,7.0,23.71,80.84,1493.86,Kaggle_Curated,jute
Punjab,Ludhiana,30.9336,75.7578,135.03,25.89,52.1,5.49,18.26,81.76,471.05,SoilGrids_Augmented,watermelon
Assam,Jorhat,26.8998,94.2311,18.88,50.18,21.03,6.08,26.55,85.0,1084.37,ICAR_State_Portal,mungbean
Karnataka,Shimoga,14.0811,75.4502,80.83,37.44,39.1,6.7,24.77,74.32,1765.14,FAO_Consolidated,jute
Karnataka,Shimoga,13.862,75.5185,101.58,43.5,38.45,7.25,23.78,76.05,1980.16,Kaggle_Curated,jute
Punjab,Ludhiana,30.864,75.7372,84.79,41.91,37.3,6.95,23.73,79.24,1429.62,Kaggle_Curated,jute
Maharashtra,Nashik,19.9211,73.738,94.31,49.18,43.04,6.05,30.01,85.37,919.24,ICAR_State_Portal,rice
Tamil Nadu,Thanjavur,10.8002,79.0061,124.81,20.43,47.31,4.05,24.38,79.3,1540.9,ICAR_State_Portal,tea
Maharashtra,Nashik,20.0925,73.7609,74.05,14.98,52.62,5.57,23.03,82.94,712.19,ICAR_State_Portal,watermelon
Himachal Pradesh,Shimla,31.0866,77.1039,118.12,28.06,40.91,4.77,23.54,87.75,1484.34,FAO_Consolidated,tea
Karnataka,Shimoga,13.8939,75.4275,74.43,55.06,41.49,6.37,29.31,87.52,2333.61,FAO_Consolidated,jute
Karnataka,Dharwad,15.5464,75.0349,26.35,138.75,178.48,6.13,16.81,85.53,608.7,ICAR_State_Portal,apple
Assam,Jorhat,26.6944,94.2759,99.94,48.25,43.93,7.31,26.14,77.83,2060.82,FAO_Consolidated,jute
Karnataka,Shimoga,14.0126,75.7427,120.69,24.87,27.54,4.92,24.97,83.44,2240.77,SoilGrids_Augmented,tea
Karnataka,Dakshina Kannada,12.9317,75.1506,85.19,51.61,40.73,6.62,23.31,85.16,2148.15,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.8747,74.837,136.37,19.35,20.36,4.59,25.65,77.17,2416.83,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.7552,79.1641,95.5,47.62,42.95,7.26,29.12,81.24,1336.44,SoilGrids_Augmented,jute
Punjab,Ludhiana,30.8773,75.9742,108.68,32.77,26.72,5.15,20.27,89.0,1612.97,ICAR_State_Portal,tea
Karnataka,Shimoga,13.958,75.7688,13.77,47.91,19.65,6.57,25.78,46.28,891.99,ICAR_State_Portal,mothbeans
Assam,Jorhat,26.7345,94.1802,67.5,52.24,44.03,6.42,25.92,88.7,1987.12,FAO_Consolidated,jute
Karnataka,Shimoga,14.0912,75.4734,80.39,54.83,26.24,7.8,18.76,55.4,885.77,SoilGrids_Augmented,wheat
Karnataka,Shimoga,14.1983,75.462,38.17,77.65,85.71,6.86,28.78,21.57,1088.55,SoilGrids_Augmented,chickpea
Maharashtra,Nashik,19.8025,73.7897,78.96,70.26,34.0,7.03,27.66,77.31,1391.5,FAO_Consolidated,jute
Karnataka,Shimoga,13.8547,75.4432,147.8,48.61,55.74,7.75,29.14,73.71,2145.01,FAO_Consolidated,sugarcane
Karnataka,Shimoga,13.9951,75.7547,15.16,21.54,39.74,6.47,22.28,89.17,1447.9,ICAR_State_Portal,pomegranate
Karnataka,Dharwad,15.4912,75.0211,77.99,50.05,42.9,4.87,27.24,85.0,1662.79,SoilGrids_Augmented,rice
Karnataka,Dakshina Kannada,12.8001,74.8919,77.82,43.42,39.11,6.52,28.27,88.08,2044.99,ICAR_State_Portal,jute
Maharashtra,Nashik,20.0378,73.9239,22.53,136.94,209.72,6.37,25.53,82.67,910.85,SoilGrids_Augmented,grapes
Karnataka,Dharwad,15.3853,75.2567,92.71,29.28,34.79,5.41,20.34,76.1,1258.58,FAO_Consolidated,tea
Tamil Nadu,Thanjavur,10.883,79.1853,91.39,57.48,41.57,6.75,28.52,76.61,1700.18,SoilGrids_Augmented,rice
Karnataka,Dharwad,15.4484,75.0093,16.26,22.75,24.58,5.79,20.69,89.26,841.74,FAO_Consolidated,pomegranate
Punjab,Ludhiana,30.8611,75.9248,83.61,26.82,54.21,5.4,27.99,82.5,1509.32,FAO_Consolidated,rice
Assam,Jorhat,26.7074,94.2033,58.35,47.36,37.08,6.04,28.97,84.25,1858.19,FAO_Consolidated,rice
Karnataka,Shimoga,13.9215,75.4105,28.28,17.91,40.34,6.79,25.03,82.39,1448.21,ICAR_State_Portal,pomegranate
Assam,Jorhat,26.8086,94.2497,115.08,27.25,40.94,5.19,19.95,76.95,1903.47,FAO_Consolidated,tea
Himachal Pradesh,Shimla,31.0481,77.1303,97.67,29.63,28.26,4.49,17.06,76.97,2055.48,SoilGrids_Augmented,tea
Assam,Jorhat,26.7792,94.2908,80.29,5.0,46.03,7.23,30.73,87.74,1186.12,SoilGrids_Augmented,watermelon
Karnataka,Dharwad,15.3571,75.0941,69.21,49.26,40.69,6.27,25.36,99.47,1260.66,ICAR_State_Portal,rice
Karnataka,Shimoga,14.1924,75.799,106.0,16.61,31.03,6.07,24.38,80.94,2346.98,FAO_Consolidated,tea
Assam,Jorhat,26.7556,94.2257,125.33,29.29,39.41,4.83,24.2,71.67,2037.09,Kaggle_Curated,tea
Punjab,Ludhiana,30.9241,75.7088,13.27,18.99,34.22,7.73,19.02,91.52,1076.74,FAO_Consolidated,pomegranate
Himachal Pradesh,Shimla,31.0489,77.2493,20.41,119.42,208.26,6.37,15.03,92.05,1249.79,ICAR_State_Portal,apple
Assam,Jorhat,26.7358,94.1639,84.14,60.41,30.35,5.91,23.42,80.19,1815.33,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9981,74.8987,118.47,26.72,38.1,5.2,23.94,78.35,2284.44,ICAR_State_Portal,tea
Assam,Jorhat,26.7614,94.1975,77.09,41.22,45.86,6.29,24.06,84.58,2019.41,FAO_Consolidated,rice
Karnataka,Shimoga,13.9914,75.533,97.39,33.05,39.1,6.6,31.69,75.19,2230.95,ICAR_State_Portal,rice
Karnataka,Shimoga,13.8178,75.7138,74.8,44.24,35.24,6.34,23.24,58.95,999.69,FAO_Consolidated,wheat
Karnataka,Shimoga,13.9093,75.5732,94.68,47.53,39.01,6.57,22.27,81.35,1600.69,ICAR_State_Portal,jute
Karnataka,Shimoga,14.0964,75.6459,90.61,23.79,33.74,5.08,26.31,84.41,1361.22,FAO_Consolidated,tea
Maharashtra,Nashik,19.8776,73.7511,127.42,26.81,39.95,5.29,23.82,78.35,2163.38,FAO_Consolidated,tea
Assam,Jorhat,26.8859,94.2816,77.69,39.5,26.68,7.28,17.23,70.6,1330.75,SoilGrids_Augmented,cotton
Maharashtra,Nashik,19.9455,73.9634,22.46,20.46,45.82,6.93,18.2,92.93,1066.01,FAO_Consolidated,pomegranate
Assam,Jorhat,26.6351,94.2497,14.22,133.58,219.19,6.41,11.17,92.34,1437.76,SoilGrids_Augmented,apple
Karnataka,Dharwad,15.5525,75.1163,12.2,24.72,35.18,6.81,28.14,45.72,957.78,Kaggle_Curated,mango
Maharashtra,Nashik,20.0798,73.9888,93.18,62.84,39.28,6.71,26.36,76.11,1529.12,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1811,77.1825,27.71,72.83,21.51,5.91,19.69,28.61,1200.82,FAO_Consolidated,kidneybeans
Tamil Nadu,Thanjavur,10.8747,79.0691,87.9,27.78,36.7,5.08,19.97,84.56,1844.5,SoilGrids_Augmented,tea
Himachal Pradesh,Shimla,31.0266,77.2408,111.99,21.82,29.19,5.21,16.53,75.99,1730.21,SoilGrids_Augmented,tea
Karnataka,Dharwad,15.557,75.0166,26.02,168.35,189.4,5.73,18.13,90.62,1080.82,FAO_Consolidated,apple
Karnataka,Shimoga,14.185,75.7356,14.26,18.4,25.75,7.25,21.02,87.25,1337.5,FAO_Consolidated,pomegranate
Karnataka,Dharwad,15.5367,75.0741,17.49,42.55,20.16,7.14,23.28,78.56,633.38,ICAR_State_Portal,mungbean
Himachal Pradesh,Shimla,31.1135,77.1422,17.6,124.98,185.54,6.6,17.15,91.94,1109.3,SoilGrids_Augmented,apple
Karnataka,Dakshina Kannada,12.8381,75.1733,70.84,67.72,55.74,5.77,25.75,75.97,2276.51,ICAR_State_Portal,banana
Karnataka,Shimoga,14.0282,75.4981,55.83,58.89,31.65,7.47,25.87,76.79,2003.3,SoilGrids_Augmented,jute
Tamil Nadu,Thanjavur,10.8341,79.0932,25.42,15.71,42.46,7.69,26.38,81.61,1035.62,Kaggle_Curated,pomegranate
Karnataka,Shimoga,14.0031,75.6196,74.47,50.7,49.32,6.74,20.49,86.7,1493.47,ICAR_State_Portal,jute
Punjab,Ludhiana,30.9745,75.9065,97.08,26.31,45.53,4.59,14.73,84.03,1987.9,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.8854,79.082,23.19,144.09,204.98,6.37,15.26,95.33,995.81,FAO_Consolidated,apple
Punjab,Ludhiana,30.8977,75.8748,57.73,37.23,47.93,6.52,24.0,74.0,1391.0,ICAR_State_Portal,jute
Assam,Jorhat,26.8246,94.1379,85.67,24.37,34.42,5.38,17.46,75.64,2517.85,SoilGrids_Augmented,tea
Karnataka,Shimoga,14.0152,75.6379,81.47,47.08,34.15,7.42,21.86,81.58,1450.71,SoilGrids_Augmented,jute
Karnataka,Shimoga,13.8749,75.4909,65.71,42.31,43.92,6.38,27.65,87.19,1710.68,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.0742,77.1625,112.8,39.58,45.12,6.0,24.32,91.12,1454.06,FAO_Consolidated,rice
Punjab,Ludhiana,30.9944,75.7082,21.28,17.03,41.58,6.85,17.75,88.83,702.08,FAO_Consolidated,pomegranate
Maharashtra,Nashik,19.9795,73.8427,125.44,14.48,25.45,5.31,18.48,80.66,1887.02,FAO_Consolidated,tea
Karnataka,Dharwad,15.4502,75.112,70.9,41.86,45.35,6.79,19.75,75.7,1376.47,SoilGrids_Augmented,jute
Maharashtra,Nashik,20.0986,73.7857,50.76,34.16,37.39,6.84,26.84,74.51,1284.49,FAO_Consolidated,jute
Karnataka,Dharwad,15.3923,75.0742,86.91,25.87,40.9,4.89,18.76,81.14,1487.45,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1967,77.2428,79.64,31.24,32.21,4.57,18.92,83.26,2102.25,FAO_Consolidated,tea
Karnataka,Dharwad,15.5136,75.0889,22.16,18.03,41.22,7.34,22.87,92.06,1090.65,ICAR_State_Portal,pomegranate
Punjab,Ludhiana,30.8435,75.7898,102.75,32.85,51.27,5.6,23.76,77.4,1345.89,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,13.0951,75.1161,71.81,48.55,40.9,6.35,28.79,71.23,2340.55,FAO_Consolidated,rice
Karnataka,Shimoga,13.8057,75.4462,12.23,43.84,18.51,6.69,25.66,89.89,997.12,FAO_Consolidated,mungbean
Himachal Pradesh,Shimla,31.0417,77.155,110.53,8.64,42.79,5.68,18.15,72.97,2073.35,ICAR_State_Portal,tea
Maharashtra,Nashik,19.8042,73.926,119.1,55.2,26.65,7.42,33.35,62.7,860.88,ICAR_State_Portal,cotton
Himachal Pradesh,Shimla,31.1345,77.2467,31.06,31.87,54.52,6.6,20.49,80.0,1469.07,Kaggle_Curated,jute
Assam,Jorhat,26.8722,94.2534,87.08,52.95,42.13,6.23,32.98,80.07,1878.99,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.87,79.0503,76.26,43.81,37.61,6.64,24.03,73.43,1178.12,ICAR_State_Portal,jute
Maharashtra,Nashik,19.8353,73.8771,103.69,48.15,58.39,6.86,31.18,76.33,1346.24,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.789,79.1632,93.53,11.82,36.9,4.76,21.96,90.24,1684.28,FAO_Consolidated,tea
Maharashtra,Nashik,19.9166,73.8728,104.28,18.15,26.4,4.49,17.7,79.21,1253.69,FAO_Consolidated,tea
Karnataka,Dharwad,15.5444,75.1446,123.53,16.59,37.21,4.36,21.42,73.37,1890.83,Kaggle_Curated,tea
Tamil Nadu,Thanjavur,10.86,79.0918,80.32,46.88,47.69,6.2,20.39,78.85,1271.05,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.7746,79.1315,73.96,43.81,41.24,6.99,25.22,81.97,1276.29,Kaggle_Curated,jute
Karnataka,Dakshina Kannada,12.9218,74.8021,82.19,48.46,40.18,6.93,27.9,76.12,2383.52,ICAR_State_Portal,jute
Maharashtra,Nashik,19.8109,73.7115,77.68,42.17,23.95,6.92,25.96,82.72,1070.98,SoilGrids_Augmented,jute
Karnataka,Dharwad,15.5234,75.2186,98.06,74.43,59.39,6.34,24.91,76.91,1617.95,FAO_Consolidated,banana
Karnataka,Shimoga,13.9805,75.5555,120.91,17.25,43.75,5.36,22.38,75.76,2327.59,ICAR_State_Portal,tea
Maharashtra,Nashik,20.0263,73.8902,86.52,36.25,41.41,6.67,23.89,65.8,613.38,ICAR_State_Portal,wheat
Punjab,Ludhiana,30.8598,75.8779,80.48,48.41,29.95,6.9,25.09,84.04,1094.17,SoilGrids_Augmented,rice
Tamil Nadu,Thanjavur,10.8248,79.0667,51.18,53.79,24.1,6.42,29.18,88.68,1391.97,ICAR_State_Portal,rice
Maharashtra,Nashik,20.0848,73.8438,20.96,17.84,34.7,6.27,23.27,92.95,1443.89,SoilGrids_Augmented,coconut
