State,District,N,P,K,pH,Temperature,Humidity,Rainfall,Crop,Source
Karnataka,Chitradurga (Hosadurga),230.0,33.11,228.48,7.14,25.36,72.55,489.25,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,37.28,309.12,7.4,27.26,71.92,386.61,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,19.68,268.8,7.32,27.42,71.79,424.46,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,33.11,362.88,7.36,27.64,70.35,555.14,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,37.28,309.12,7.14,26.91,70.18,498.77,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,35.79,268.8,7.08,27.18,68.78,462.95,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,39.07,241.92,6.76,27.8,73.15,413.76,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),155.0,35.79,161.28,6.81,28.54,69.93,482.63,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),285.0,37.58,201.6,6.64,25.25,74.51,526.38,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,29.97,188.16,7.31,26.99,71.17,595.85,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),250.0,33.11,228.48,7.48,27.64,68.84,564.47,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,27.44,268.8,7.4,26.39,71.13,447.75,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,26.25,161.28,7.04,29.3,70.65,464.18,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,19.68,201.6,7.34,26.7,74.63,423.2,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,33.11,336.0,7.08,27.35,70.77,449.65,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,32.21,376.32,7.21,28.01,71.03,476.06,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,33.11,147.84,7.32,26.75,75.75,469.58,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,19.68,336.0,7.14,25.37,73.22,571.29,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),190.0,30.42,268.8,7.4,26.93,76.46,429.76,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,31.91,376.32,7.35,28.53,75.33,483.11,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,34.6,349.44,7.21,27.03,69.32,398.33,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),250.0,26.25,362.88,7.33,26.47,74.57,498.9,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),290.0,27.44,268.8,7.4,28.42,76.07,428.65,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,22.67,188.16,6.61,27.04,76.09,531.31,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,30.12,161.28,6.97,26.84,74.57,472.78,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),155.0,33.11,241.92,6.36,27.56,74.51,426.12,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,3.61,174.72,7.08,28.25,70.95,396.69,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,34.9,241.92,7.12,30.02,69.46,443.9,field_bean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,26.25,336.0,7.09,28.31,70.81,495.05,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,28.04,362.88,7.14,28.68,67.14,502.7,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,39.37,268.8,7.3,26.84,75.56,464.07,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),250.0,35.79,349.44,7.4,26.27,71.01,523.88,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),290.0,28.63,362.88,7.32,27.47,75.42,437.3,bajra,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,33.11,268.8,6.68,27.52,68.35,362.06,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),260.0,19.98,282.24,6.92,26.21,74.83,496.87,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),220.0,31.32,362.88,7.08,27.21,70.41,539.18,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),280.0,34.3,376.32,7.17,27.84,68.2,539.57,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,28.63,349.44,7.32,27.8,76.36,430.41,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,22.07,268.8,7.41,27.95,74.9,462.12,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,32.21,228.48,7.26,27.72,72.39,515.4,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,33.11,376.32,7.41,26.84,71.9,458.66,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,19.68,349.44,7.36,26.83,73.03,489.43,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,31.32,268.8,7.08,26.08,72.34,454.91,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),150.0,30.42,228.48,7.04,29.36,69.58,439.25,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,36.09,174.72,7.13,27.41,70.65,447.35,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,37.58,241.92,6.68,27.15,77.29,525.14,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),290.0,30.42,336.0,6.73,26.38,79.28,485.58,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,26.25,268.8,6.4,30.63,76.18,538.42,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,31.32,241.92,7.41,26.22,73.14,506.86,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,19.98,362.88,7.12,26.93,70.85,552.47,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),155.0,21.47,349.44,7.42,27.86,69.57,519.36,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,27.44,403.2,7.38,28.06,69.75,516.89,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,31.32,161.28,7.4,28.45,70.25,479.94,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),220.0,33.11,228.48,6.68,29.39,77.82,611.39,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,19.68,188.16,6.61,27.96,76.86,489.73,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,22.67,215.04,6.3,26.24,73.89,402.12,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),280.0,32.21,336.0,7.14,27.12,69.11,496.26,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,31.61,241.92,7.38,27.74,74.3,443.74,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,33.11,268.8,7.4,29.68,71.13,527.71,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),250.0,31.91,228.48,7.15,25.86,65.77,515.48,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,30.72,349.44,7.3,28.72,72.6,476.96,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,33.11,268.8,7.16,27.6,69.44,447.71,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,34.6,174.72,7.36,28.32,69.54,491.15,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),230.0,26.25,241.92,7.21,27.29,71.1,458.07,pomegranate,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,30.42,268.8,7.08,26.47,70.4,518.09,proso_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,33.11,349.44,6.61,28.23,71.7,508.35,mungbean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),300.0,19.68,201.6,6.96,28.12,71.57,608.31,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),160.0,25.05,188.16,7.06,28.47,66.55,466.31,mungbean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,31.32,228.48,7.31,27.39,76.06,472.26,proso_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,28.04,268.8,7.04,26.74,69.05,478.5,mungbean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),290.0,30.42,349.44,7.32,25.69,69.13,480.34,mungbean,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,33.11,362.88,7.41,28.3,70.88,528.14,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,19.68,241.92,7.14,27.87,71.5,473.39,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),150.0,30.42,403.2,6.6,26.34,75.89,567.84,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,33.11,268.8,6.72,26.81,72.55,509.46,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,25.05,376.32,7.14,26.89,73.39,464.6,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,28.63,268.8,7.04,25.77,72.57,453.87,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),150.0,31.61,349.44,7.32,26.5,72.45,528.72,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,33.11,201.6,6.68,26.15,72.67,486.2,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,20.28,161.28,6.18,26.95,66.39,485.38,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),280.0,22.67,188.16,6.67,26.59,71.1,459.86,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),150.0,32.21,174.72,7.08,25.61,75.05,482.42,coconut,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,38.77,241.92,7.38,29.62,82.84,458.16,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,37.58,268.8,7.14,28.78,68.43,542.19,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,33.4,309.12,7.34,26.54,72.98,515.12,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,31.32,161.28,7.42,27.7,70.2,477.66,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),150.0,33.11,336.0,7.08,27.86,77.53,477.04,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,30.42,215.04,7.4,28.71,68.01,488.87,little_millet,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,33.11,241.92,6.68,26.5,73.55,484.77,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),125.0,19.68,268.8,6.36,28.6,67.86,444.81,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),130.0,36.09,349.44,6.72,26.8,70.91,405.17,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),85.0,37.28,201.6,7.08,25.93,71.7,451.5,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),100.0,35.79,174.72,7.41,28.2,74.8,479.6,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),90.0,25.65,228.48,7.37,28.82,68.78,454.01,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),190.0,31.32,241.92,7.3,30.25,73.66,519.41,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),95.0,33.11,282.24,7.21,26.08,71.85,475.38,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),140.0,19.98,268.8,7.4,28.17,72.56,563.69,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,24.16,336.0,6.38,26.95,74.48,461.42,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,28.04,241.92,6.76,28.26,68.21,490.91,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,30.42,228.48,6.94,25.78,74.07,472.87,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),250.0,33.11,161.28,7.08,26.01,70.21,503.47,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),220.0,31.32,403.2,7.14,26.55,74.87,529.76,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),265.0,33.11,268.8,7.38,27.49,72.74,510.55,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,19.98,376.32,7.36,26.69,71.21,399.71,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),230.0,21.47,228.48,7.12,28.12,70.15,505.99,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),250.0,31.91,201.6,6.96,28.53,74.11,442.54,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),285.0,23.26,228.48,7.08,28.06,75.33,471.99,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,31.61,268.8,7.34,29.18,70.31,513.95,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),165.0,24.16,336.0,6.67,27.86,68.63,437.97,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),180.0,30.42,161.28,6.68,26.06,73.74,533.55,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,29.53,255.36,7.02,28.9,67.74,470.16,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,30.42,282.24,7.14,26.73,68.14,576.18,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,24.16,362.88,6.67,28.4,68.82,487.88,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,30.12,282.24,7.13,29.13,70.64,556.62,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,34.9,389.76,7.2,27.9,68.06,535.3,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,36.09,282.24,6.92,25.75,66.37,459.33,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,29.53,430.08,6.37,26.39,68.62,430.33,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,37.88,309.12,7.3,28.86,73.6,489.77,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,34.6,241.92,7.27,27.21,68.24,460.53,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,33.11,228.48,6.73,27.49,70.85,551.35,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,30.42,201.6,6.71,28.23,77.25,474.63,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,24.16,215.04,7.21,28.17,71.66,472.38,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,31.91,174.72,7.17,27.71,72.76,426.37,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),300.0,33.11,282.24,7.23,27.17,69.15,502.61,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,37.88,322.56,7.32,27.06,77.86,435.68,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,30.12,161.28,6.97,28.34,70.28,503.58,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,26.54,309.12,7.03,28.01,71.16,509.36,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),220.0,28.93,255.36,7.5,27.12,75.49,453.51,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,19.98,282.24,7.35,28.59,71.29,525.18,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,33.11,309.12,7.4,27.26,71.93,473.46,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),245.0,37.88,228.48,6.93,26.46,71.01,423.21,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,31.61,255.36,6.71,26.57,71.03,549.9,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,33.11,282.24,6.72,26.32,72.84,446.21,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,34.6,362.88,7.03,27.1,73.35,506.3,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,19.68,309.12,7.27,28.76,70.0,502.88,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,30.42,336.0,7.5,26.51,69.65,501.35,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),300.0,26.25,282.24,7.43,27.61,70.09,500.62,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,31.32,362.88,7.17,26.68,67.88,444.25,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,33.11,309.12,7.2,27.11,67.35,556.04,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,19.0,174.72,7.17,25.74,72.63,525.16,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,22.67,228.48,6.98,27.16,74.43,504.95,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,24.16,255.36,7.03,27.19,74.24,429.01,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),210.0,32.21,282.24,7.17,27.99,65.13,443.91,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,36.09,174.72,7.03,27.65,71.11,512.61,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),245.0,34.6,228.48,7.15,26.08,68.71,400.85,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),230.0,34.9,161.28,6.95,28.59,72.2,499.23,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),220.0,38.77,255.36,6.91,27.63,70.63,429.09,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),190.0,37.58,282.24,7.03,27.62,73.46,448.54,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,30.12,362.88,6.97,27.39,71.75,425.74,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),210.0,34.9,430.08,7.03,26.83,66.49,495.34,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),300.0,28.04,174.72,7.05,27.64,69.09,531.89,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,24.16,228.48,7.1,27.92,71.82,499.62,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,22.67,282.24,6.97,25.48,72.05,504.23,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,30.42,241.92,6.97,26.81,67.86,492.05,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,33.4,228.48,7.07,27.12,67.5,513.67,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,34.9,255.36,7.17,27.68,71.96,504.62,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,36.09,282.24,7.25,28.71,67.87,370.97,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,30.42,362.88,7.17,26.55,67.13,523.06,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,32.51,309.12,7.03,26.85,70.55,518.65,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,26.54,430.08,7.01,26.84,70.43,469.78,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),245.0,21.77,336.0,6.97,26.52,69.34,402.08,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,20.58,282.24,6.79,27.02,69.83,495.18,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),190.0,21.18,161.28,6.89,28.25,71.84,498.72,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),210.0,30.42,255.36,6.73,26.24,69.78,466.5,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),220.0,33.4,282.24,6.97,27.87,72.0,492.84,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),250.0,35.49,228.48,7.03,25.53,70.73,530.02,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),210.0,21.47,430.08,7.01,26.78,72.27,585.7,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,33.4,309.12,7.17,27.04,74.26,491.17,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,29.53,282.24,7.37,29.24,74.15,499.02,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,181.93,336.0,7.4,27.1,75.41,450.4,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,23.56,161.28,7.51,24.98,74.15,463.94,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),295.0,33.4,255.36,7.15,25.2,72.47,479.29,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),270.0,37.58,282.24,7.03,27.44,70.59,534.46,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,36.68,336.0,7.17,28.08,70.71,519.4,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),245.0,36.09,255.36,7.21,27.81,69.34,566.03,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),285.0,33.4,174.72,7.19,27.58,71.81,422.41,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,35.49,228.48,6.97,28.68,73.75,429.4,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),200.0,33.4,228.48,7.07,26.81,69.77,531.29,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,31.91,255.36,7.01,28.38,71.7,545.85,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,33.11,161.28,7.09,25.6,69.9,486.39,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,30.42,282.24,6.97,26.4,72.39,297.44,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,26.25,362.88,6.89,25.41,70.26,453.77,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,35.79,430.08,6.81,27.1,69.73,499.09,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),245.0,37.58,336.0,7.01,27.35,69.9,447.22,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),255.0,32.21,322.56,7.07,27.53,73.21,492.78,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),245.0,20.58,161.28,7.36,27.47,71.53,564.74,fallow,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,33.11,282.24,7.21,26.38,70.6,544.9,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),215.0,32.21,322.56,7.29,27.19,72.53,518.97,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,23.26,282.24,7.31,25.75,70.64,482.29,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,24.16,322.56,7.43,28.9,74.95,464.22,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),300.0,33.11,309.12,7.47,27.07,69.07,516.83,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),240.0,30.42,309.12,6.97,26.86,71.28,486.07,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,29.53,443.52,6.79,29.15,67.87,487.51,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,19.68,282.24,6.85,26.03,70.83,419.85,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,36.09,336.0,6.91,26.16,67.1,454.99,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,33.11,362.88,7.03,26.19,73.89,516.58,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,30.42,282.24,7.01,27.33,73.95,438.76,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,24.16,322.56,7.07,27.87,74.0,496.16,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,36.09,161.28,7.43,28.21,71.88,502.33,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),195.0,31.61,336.0,7.07,30.23,69.34,504.78,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,33.4,255.36,7.03,24.93,69.56,508.53,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),185.0,34.9,282.24,7.17,28.07,76.08,511.36,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),205.0,23.56,362.88,7.21,26.79,75.82,458.8,ragi,Karnataka NFSM Lab Survey
Karnataka,Chitradurga (Hosadurga),235.0,25.95,430.08,7.3,26.75,72.14,423.36,ragi,Karnataka NFSM Lab Survey
